Code,Description,Airport Name,Latitude,Longitude
12002,"Groote Island, Australia: Groote Eylandt",Groote Eylandt,-13.97333333,136.46083333
12003,"Great Falls, MT: Great Falls International",Great Falls International,47.48222222,-111.37027778
12004,"Sungei Tekai, Malaysia: Sungei Tekai Airport",Sungei Tekai Airport,2.6,102.91666667
12005,"Mount Cook, New Zealand: Glentanner",Glentanner,-43.91083333,170.12888889
12006,"Gorontalo, Indonesia: Djalaluddin",Djalaluddin,0.63722222,122.84916667
12007,"Columbus, MS: Golden Triangle Regional",Golden Triangle Regional,33.44833333,-88.59138889
12008,"Georgetown, TX: Georgetown Exec",Georgetown Exec,30.67888889,-97.67944444
12009,"Zlin, Czech Republic: Holesov",Holesov,49.31361111,17.57722222
12010,"Guatemala City, Guatemala: La Aurora International",La Aurora International,14.58333333,-90.5275
12011,"Guerrero Negro, Mexico: Guerrero Negro Airport",Guerrero Negro Airport,28.02638889,-114.02444444
12012,"Gunnison, CO: Gunnison-Crested Butte Regional",Gunnison-Crested Butte Regional,38.53611111,-106.92944444
12013,"Goundam, Mali: Goundam Airport",Goundam Airport,16.35833333,-3.60444444
12014,"Gunnedah, Australia: Gunnedah Airport",Gunnedah Airport,-30.9575,150.24777778
12015,"Guiria, Venezuela: Almirante Cristobal Colon",Almirante Cristobal Colon,10.57416667,-62.31277778
12016,"Guam, TT: Guam International",Guam International,13.48388889,144.79722222
12017,"Gualaco, Honduras: Jicalapa",Jicalapa,15.0075,-86.05055556
12018,"Gallup, NM: Gallup Municipal",Gallup Municipal,35.51111111,-108.78944444
12019,"Guanare, Venezuela: Guanare Airport",Guanare Airport,9.02694444,-69.75527778
12020,"Alotau, Papua New Guinea: Gurney",Gurney,-10.31055556,150.33527778
12021,"Peru, IN: Grissom ARB",Grissom ARB,40.64805556,-86.15222222
12022,"Gutersloh, Germany: Gutersloh Airport",Gutersloh Airport,51.92277778,8.30638889
12023,"Atyrau, Kazakhstan: Atyrau Airport",Atyrau Airport,47.12194444,51.82
12024,"Guymon, OK: Guymon Municipal",Guymon Municipal,36.68416667,-101.50694444
12025,"Guiratinga, Brazil: Guiratinga Airport",Guiratinga Airport,-16.29333333,-53.76944444
12026,"Geneva, Switzerland: Geneva Airport",Geneva Airport,46.23805556,6.10888889
12027,"Gordonville, VA: Gordonsville Municipal",Gordonsville Municipal,38.15611111,-78.16583333
12028,"Gainesville, GA: Lee Gilmer Memorial",Lee Gilmer Memorial,34.2725,-83.83027778
12029,"Batavia, NY: Genesee County",Genesee County,43.03166667,-78.16972222
12030,"Governador Valadares, Brazil: Coronel Altino Machado",Coronel Altino Machado,-18.89638889,-41.98333333
12031,"Greenville, TX: Majors",Majors,33.06777778,-96.06527778
12032,"Grandview, MO: Richards/Gebaur AFB",Richards/Gebaur AFB,38.85083333,-94.55833333
12033,"Gavle, Sweden: Gavle Airport",Gavle Airport,60.59305556,16.95138889
12034,"Gwadar, Pakistan: Gwadar International",Gwadar International,25.23222222,62.3275
12035,"Gweru, Zimbabwe: Gweru Thornhill",Gweru Thornhill,-19.43694444,29.86138889
12038,"Gwalior, India: Gwalior Airport",Gwalior Airport,26.295,78.22777778
12039,"Greenwood, MS: Greenwood/Leflore",Greenwood/Leflore,33.49333333,-90.08666667
12040,"Gwinner, ND: Gwinner-Roger Melroe Field",Gwinner-Roger Melroe Field,46.21833333,-97.64333333
12041,"Glenwood Springs, CO: Kgws Sumers Airpark",Kgws Sumers Airpark,,
12042,"Westerland-Sylt, Germany: Sylt",Sylt,54.91333333,8.34055556
12044,"Galway, Ireland: Carnmore",Carnmore,53.29444444,-8.95
12045,"Sayun, Yemen: Sayun International",Sayun International,15.96611111,48.78833333
12046,"Mildenhall, United Kingdom: Mildenhall NAF",Mildenhall NAF,52.35,0.5
12047,"Coyhaique, Chile: Teniente Vidal",Teniente Vidal,-45.59416667,-72.10638889
12048,"Yagoua, Cameroon: Yagoua Ville",Yagoua Ville,10.35638889,15.23777778
12049,"Guayaramerin, Bolivia: Guayaramerin Airport",Guayaramerin Airport,-10.82194444,-65.34583333
12050,"Baku, Azerbaijan: Baku Metropolitan Area",Baku Metropolitan Area,40.4675,50.04666667
12051,"Guayaquil, Ecuador: Jose Joaquin de Olmedo International",Jose Joaquin de Olmedo International,-2.15777778,-79.88388889
12052,"Guaymas, Mexico: Guaymas International",Guaymas International,27.96944444,-110.92361111
12053,"Goiania, Brazil: Santa Genoveva International",Santa Genoveva International,-16.6325,-49.22027778
12054,"Goodyear, AZ: Phoenix Goodyear",Phoenix Goodyear,33.42333333,-112.37527778
12055,"Gary, IN: Gary/Chicago International",Gary/Chicago International,41.61722222,-87.41444444
12056,"Gizo, Solomon Islands: Gizo Airport",Gizo Airport,-8.09861111,156.86416667
12057,"Gaziantep, Turkey: Gaziantep Airport",Gaziantep Airport,36.94805556,37.47833333
12058,"Hamilton, AL: Marion County",Marion County,34.12916667,-87.99444444
12059,"Hachijo Jima Island, Japan: Hachijo Jima Island Airport",Hachijo Jima Island Airport,33.115,139.78583333
12060,"Halmstad, Sweden: Halmstad Airport",Halmstad Airport,56.68861111,12.81555556
12061,"Havasupai, AZ: Havasupai Airport",Havasupai Airport,36.21666667,-112.66666667
12062,"Half Moon Bay, CA: Half Moon Bay Airport",Half Moon Bay Airport,37.51333333,-122.50111111
12063,"Moroni, Comoros: Prince Said Ibrahim",Prince Said Ibrahim,-11.53361111,43.27194444
12064,"Hannover, Germany: Hannover Airport",Hannover Airport,52.46111111,9.685
12065,"Haikou, China: Meilan",Meilan,19.94416667,110.46222222
12066,"Hamburg, Germany: Hamburg Airport",Hamburg Airport,53.63305556,9.99361111
12067,"Hanoi, Vietnam: Noibai International",Noibai International,21.22027778,105.80555556
12068,"Hamilton, OH: Butler County Regional Hogan Field",Butler County Regional Hogan Field,39.36388889,-84.52194444
12069,"Long Island, Australia: Long Island Airport",Long Island Airport,54.9,-132.75
12070,"Harrisburg, PA: Capital City",Capital City,40.21722222,-76.85138889
12071,"Hail, Saudi Arabia: Hail Airport",Hail Airport,27.43805556,41.68611111
12072,"Haugesund, Norway: Karmoy",Karmoy,59.34388889,5.21083333
12073,"Havana, Cuba: Jose Marti International",Jose Marti International,22.98916667,-82.40916667
12074,"Haycock, AK: Haycock Airport",Haycock Airport,65.20277778,-161.15277778
12075,"Hobart, Australia: Hobart Airport",Hobart Airport,-42.83694444,147.51277778
12076,"Hanus Bay, AK: Hanus Bay Airport",Hanus Bay Airport,57.41666667,-135.03333333
12077,"Alexandria, Egypt: Borg El Arab",Borg El Arab,30.9175,29.695
12078,"Hattiesburg, MS: Hattiesburg Bobby L. Chain Municipal",Hattiesburg Bobby L. Chain Municipal,31.265,-89.25277778
12079,"Hobart Bay, AK: Hobart Bay Airport",Hobart Bay Airport,57.4,-133.46666667
12080,"Harbour Island, The Bahamas: Harbour Island Airport",Harbour Island Airport,25.48833333,-76.635
12081,"Babelegi, South Africa: Babelegi Heliport",Babelegi Heliport,-25.38333333,28.28333333
12082,"Hafr Al Batin, Saudi Arabia: Al Batin",Al Batin,27.95555556,45.55611111
12083,"Hebbronville, TX: Jim Hogg County",Jim Hogg County,27.34944444,-98.73694444
12084,"Hood Bay, AK: Hood Bay Airport",Hood Bay Airport,57.38194444,-134.39527778
12085,"Big Spring, TX: Howard County",Howard County,32.30361111,-101.43388889
12086,"Shoal Cove, AK: Shoal Cove Airport",Shoal Cove Airport,55.45,-131.28333333
12087,"Holy Cross, AK: Holy Cross Airport",Holy Cross Airport,62.18833333,-159.775
12088,"Hidden Falls, AK: Hidden Falls Airport",Hidden Falls Airport,57.21666667,-134.88333333
12089,"Heidelberg, Germany: Heidelberg AHP",Heidelberg AHP,49.39194444,8.65444444
12090,"Hyderabad, Pakistan: Hyderabad Airport",Hyderabad Airport,25.31805556,68.36638889
12091,"Heringsdorf, Germany: Heringsdorf Airport",Heringsdorf Airport,53.87888889,14.15138889
12092,"Mokuleia, HI: Dillingham",Dillingham,21.57944444,-158.19722222
12093,"Hamadan, Iran: Hamadan Airport",Hamadan Airport,34.86666667,48.55944444
12094,"Hayden, CO: Yampa Valley",Yampa Valley,40.48111111,-107.21777778
12095,"Hoedspruit, South Africa: Hoedspruit Airport",Hoedspruit Airport,-24.3475,30.94611111
12096,"Hat Yai, Thailand: Hat Yai International",Hat Yai International,6.93277778,100.39416667
12097,"Herat, Afghanistan: Khwaja Abdullah Ansari International",Khwaja Abdullah Ansari International,34.20777778,62.22805556
12098,"Herendeen, AK: Herendeen Bay",Herendeen Bay,55.80138889,-160.89916667
12099,"Heho, Burma: Heho Airport",Heho Airport,20.74694444,96.79194444
12100,"Heide/Busum, Germany: Heide Buesum",Heide Buesum,54.15333333,8.90166667
12101,"Helsinki, Finland: Helsinki Vantaa",Helsinki Vantaa,60.31861111,24.95
12102,"Heraklion, Greece: Nikos Kazantzakis",Nikos Kazantzakis,35.33972222,25.18027778
12103,"Hermiston, OR: Hermiston Municipal",Hermiston Municipal,45.82833333,-119.25916667
12104,"Hohhot, China: Baita",Baita,40.84972222,111.82444444
12105,"Santo Domingo, Dominican Republic: Herrera International",Herrera International,18.46861111,-69.97027778
12106,"Natchez, MS: Hardy-Anders Field Natchez-Adams County",Hardy-Anders Field Natchez-Adams County,31.61361111,-91.29722222
12107,"Haifa, Israel: Haifa Airport",Haifa Airport,32.81027778,35.04361111
12108,"Hartford, CT: Hartford Brainard",Hartford Brainard,41.73666667,-72.64944444
12109,"Hefei, China: Luogang",Luogang,31.78,117.29861111
12110,"Hoffman, NC: Mackall AAF",Mackall AAF,35.03666667,-79.4975
12111,"Hofn, Iceland: Hornafjordur",Hornafjordur,64.29555556,-15.22722222
12112,"Hammerfest, Norway: Hammerfest Airport",Hammerfest Airport,70.67944444,23.66805556
12113,"Hargeisa, Somalia: Egal International",Egal International,9.515,44.085
12114,"Hughenden, Australia: Hughenden Airport",Hughenden Airport,-20.81277778,144.225
12115,"Hangzhou, China: Xiaoshan",Xiaoshan,30.23722222,120.42916667
12116,"Dune, Germany: Helgoland Duene",Helgoland Duene,54.18583333,7.91472222
12117,"Mae Hong Son, Thailand: Mae Hong Son Airport",Mae Hong Son Airport,19.30138889,97.97583333
12118,"Korhogo, Cote d'Ivoire: Korhogo Airport",Korhogo Airport,9.38722222,-5.55666667
12119,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",Hagerstown Regional-Richard A. Henson Field,39.70861111,-77.72638889
12120,"Freetown, Sierra Leone: Hastings",Hastings,8.39444444,-13.12833333
12121,"Mount Hagen, Papua New Guinea: Mount Hagen Airport",Mount Hagen Airport,-5.82611111,144.29583333
12122,"Hogatza, AK: Hogatza Airport",Hogatza Airport,66.19166667,-155.66888889
12123,"Hachinohe, Japan: Hachinohe Airport",Hachinohe Airport,40.55194444,141.46722222
12124,"Hilton Head, SC: Hilton Head Airport",Hilton Head Airport,32.22444444,-80.6975
12125,"Hahn, Germany: Frankfurt Hahn",Frankfurt Hahn,49.94861111,7.26388889
12126,"Hong Kong, Hong Kong: Kai Tak Heliport",Kai Tak Heliport,22.31527778,114.20888889
12127,"Hawthorne, CA: Jack Northrop Field/Hawthorne Municipal",Jack Northrop Field/Hawthorne Municipal,33.92277778,-118.335
12128,"Hiawatha, KS: Hiawatha Municipal",Hiawatha Municipal,39.87916667,-95.52527778
12129,"Hibbing, MN: Range Regional",Range Regional,47.38666667,-92.83888889
12130,"Whitefield, NH: Mount Washington Regional",Mount Washington Regional,44.3675,-71.54583333
12131,"Ogden, UT: Hill AFB",Hill AFB,41.12388889,-111.97305556
12132,"Lake Havasu City, AZ: Lake Havasu City Airport",Lake Havasu City Airport,34.45833333,-114.36111111
12133,"Hiroshima, Japan: Hiroshima Airport",Hiroshima Airport,34.43611111,132.91944444
12134,"Honolulu, HI: Daniel K Inouye International",Daniel K Inouye International,21.31777778,-157.92027778
12135,"Jinju, South Korea: Sacheon AB",Sacheon AB,35.08861111,128.07083333
12136,"Hillsboro, OR: Portland Hillsboro",Portland Hillsboro,45.54222222,-122.95055556
12137,"Honiara, Solomon Islands: Honiara International",Honiara International,-9.42833333,160.05444444
12138,"Hayman Island, Australia: Hayman Island Airport",Hayman Island Airport,-20.06666667,148.86666667
12139,"Khajuraho, India: Khajuraho Airport",Khajuraho Airport,24.81777778,79.91888889
12140,"Blytheville, AR: Blytheville Municipal",Blytheville Municipal,35.94055556,-89.83083333
12141,"Healy, AK: Healy River",Healy River,63.8675,-148.96888889
12142,"Hakodate, Japan: Hakodate Airport",Hakodate Airport,41.77027778,140.82194444
12143,"Hong Kong, Hong Kong: Hong Kong International",Hong Kong International,22.315,113.90944444
12144,"Hokitika, New Zealand: Hokitika Airport",Hokitika Airport,-42.71138889,170.98472222
12145,"Hoskins, Papua New Guinea: Hoskins Airport",Hoskins Airport,-5.46361111,150.40722222
12146,"Kaanapali, HI: Kaanapali Airport",Kaanapali Airport,20.94583333,-156.69305556
12147,"Jackson, MS: Hawkins Field",Hawkins Field,32.33472222,-90.2225
12148,"Phuket, Thailand: Phuket International",Phuket International,8.11333333,98.31694444
12149,"Hickory, NC: Hickory Regional",Hickory Regional,35.74111111,-81.38944444
12150,"Lanseria, South Africa: Lanseria International",Lanseria International,-25.93916667,27.92638889
12151,"Hailar, China: Hailar Airport",Hailar Airport,49.20611111,119.82805556
12152,"Hultsfred, Sweden: Hultsfred Vimmerby",Hultsfred Vimmerby,57.52583333,15.82333333
12153,"Wheeling, WV: Wheeling Ohio County",Wheeling Ohio County,40.175,-80.64638889
12154,"Hollister, CA: Hollister Municipal",Hollister Municipal,36.89333333,-121.41027778
12155,"Holland, MI: Park Township",Park Township,42.79583333,-86.16194444
12156,"Helena, MT: Helena Regional",Helena Regional,46.60666667,-111.98333333
12157,"Holbrook, AZ: Holbrook Municipal",Holbrook Municipal,34.93861111,-110.14027778
12158,"Jakarta, Indonesia: Halim Perdanakusuma International",Halim Perdanakusuma International,-6.26694444,106.89027778
12159,"Hamilton, Australia: Hamilton Airport",Hamilton Airport,-37.64638889,142.06194444
12160,"Hamilton, New Zealand: Hamilton Airport",Hamilton Airport,-37.64638889,142.06194444
12162,"Hassi Messaoud, Algeria: Krim Belkacem",Krim Belkacem,31.67277778,6.14027778
12163,"Alamogordo, NM: Holloman AFB",Holloman AFB,32.86,-106.105
12164,"Hermosillo, Mexico: Hermosillo International",Hermosillo International,29.09333333,-111.0525
12165,"Homeshore, AK: Homeshore Airport",Homeshore Airport,58.29444444,-135.34722222
12166,"Hemet, CA: Hemet-Ryan",Hemet-Ryan,33.73416667,-117.02222222
12167,"Hanamaki, Japan: Hanamaki Airport",Hanamaki Airport,39.42861111,141.13527778
12168,"Hatteras, NC: Billy Mitchell",Billy Mitchell,35.23277778,-75.61777778
12169,"Tokyo, Japan: Tokyo International",Tokyo International,35.54777778,139.78888889
12170,"Hienghene, New Caledonia: Hienghene/Henri Martinet",Hienghene/Henri Martinet,-20.69611111,164.98694444
12171,"Hoonah, AK: Hoonah Airport",Hoonah Airport,58.09611111,-135.40888889
12173,"Honolulu, HI: Daniel K Inouye International",Daniel K Inouye International,21.31777778,-157.92027778
12174,"Hana, HI: Hana Airport",Hana Airport,20.79555556,-156.01444444
12175,"Haines, AK: Haines Airport",Haines Airport,59.24388889,-135.52361111
12177,"Hobbs, NM: Lea County Regional",Lea County Regional,32.6875,-103.21722222
12178,"Hodeidah, Yemen: Hodeidah International",Hodeidah International,14.75305556,42.97638889
12179,"Hofuf, Saudi Arabia: Al Ahsa",Al Ahsa,25.28555556,49.48527778
12180,"Holguin, Cuba: Frank Pais International",Frank Pais International,20.78555556,-76.315
12181,"Hao Island, French Polynesia: Hao",Hao,-18.075,-140.94583333
12182,"Hooker Creek, Australia: Hooker Creek Airport",Hooker Creek Airport,-18.32888889,130.64694444
12183,"Holikachuk, AK: Holikachuk Airport",Holikachuk Airport,62.91055556,-159.52777778
12184,"Homer, AK: Homer Airport",Homer Airport,59.645,-151.48583333
12185,"Huron, SD: Huron Regional",Huron Regional,44.38527778,-98.22861111
12187,"Hopkinsville, KY: Campbell AAF",Campbell AAF,36.67333333,-87.49194444
12188,"Hof, Germany: Hof Plauen",Hof Plauen,50.28861111,11.85416667
12189,"Horta, Portugal: Horta Airport",Horta Airport,38.52,-28.71583333
12190,"Hot Springs, AR: Memorial Field",Memorial Field,34.47805556,-93.09611111
12191,"Houston, TX: William P Hobby",William P Hobby,29.64583333,-95.27722222
12192,"Orsta/Volda, Norway: Orsta Volda",Orsta Volda,62.17916667,6.07111111
12193,"Balboa, Panama: Panama Pacifico International",Panama Pacifico International,8.915,-79.59972222
12194,"Lifuka, Tonga: Salote Pilolevu",Salote Pilolevu,-19.77694444,-174.34138889
12195,"Hooper Bay, AK: Hooper Bay Airport",Hooper Bay Airport,61.52388889,-166.14666667
12196,"Hai Phong, Vietnam: Catbi International",Catbi International,20.81694444,106.72305556
12197,"White Plains, NY: Westchester County",Westchester County,41.06694444,-73.7075
12198,"Hampton, IA: Hampton Municipal",Hampton Municipal,42.72361111,-93.22638889
12199,"Hanalei, HI: Princeville",Princeville,22.20916667,-159.44555556
12200,"Hoquiam, WA: Bowerman Field",Bowerman Field,,
12201,"Harbin, China: Taiping",Taiping,45.62361111,126.25027778
12203,"Harare, Zimbabwe: Robert Gabriel Mugabe International",Robert Gabriel Mugabe International,-17.93166667,31.09277778
12204,"Hurghada, Egypt: Hurghada International",Hurghada International,27.1775,33.79638889
12205,"Kharkov, Ukraine: Kharkov Airport",Kharkov Airport,49.93333333,36.28333333
12206,"Harlingen/San Benito, TX: Valley International",Valley International,26.22722222,-97.65527778
12207,"Harrison, AR: Boone County",Boone County,36.26138889,-93.15472222
12209,"Harrogate, United Kingdom: Linton-On-Ouse",Linton-On-Ouse,54.04888889,-1.25361111
12210,"Shaoguan, China: Shaoguan Airport",Shaoguan Airport,24.83333333,113.61666667
12211,"Las Vegas, NV: Henderson Executive",Henderson Executive,35.97277778,-115.13444444
12212,"Hastings, NE: Hastings Municipal",Hastings Municipal,40.60527778,-98.42777778
12213,"Huesca, Spain: Huesca Airport",Huesca Airport,42.07833333,-0.32
12214,"Huslia, AK: Huslia Airport",Huslia Airport,65.69777778,-156.35138889
12215,"Hot Springs, VA: Ingalls Field",Ingalls Field,37.95138889,-79.83388889
12216,"Homestead, FL: Homestead ARB",Homestead ARB,25.48861111,-80.38361111
12217,"Huntsville, AL: Huntsville International-Carl T Jones Field",Huntsville International-Carl T Jones Field,34.63722222,-86.775
12218,"Chita, Russia: Kadala",Kadala,52.02611111,113.305
12219,"Hatfield, United Kingdom: Hatfield Airport",Hatfield Airport,51.76583333,-0.24833333
12220,"Hawthorne, NV: Hawthorne Industrial",Hawthorne Industrial,38.545,-118.6325
12221,"Hamilton Island, Australia: Hamilton Island Airport",Hamilton Island Airport,-20.3575,148.95166667
12222,"East Hampton, NY: East Hampton Town",East Hampton Town,40.95944444,-72.25166667
12223,"Ashland, WV: Tri-State/Milton J. Ferguson Field",Tri-State/Milton J. Ferguson Field,38.36861111,-82.56027778
12224,"Hato Corozal, Colombia: Hato Corozal Airport",Hato Corozal Airport,6.15361111,-71.76166667
12225,"Huntsville, AL: Redstone AAF",Redstone AAF,34.67861111,-86.68472222
12226,"Humacao, PR: Dr Hermenegildo Ortiz Quinones",Dr Hermenegildo Ortiz Quinones,18.13805556,-65.80083333
12227,"Humera, Ethiopia: Humera Airport",Humera Airport,14.25,36.58333333
12228,"Terre Haute, IN: Terre Haute Regional",Terre Haute Regional,39.45055556,-87.30694444
12229,"Huehuetenango, Guatemala: Huehuetenango Airport",Huehuetenango Airport,15.31638889,-91.505
12230,"Huahine, French Polynesia: Huahine Fare",Huahine Fare,-16.68694444,-151.02166667
12231,"Hue, Vietnam: Phubai International",Phubai International,16.40055556,107.70361111
12232,"Houlton, ME: Houlton International",Houlton International,46.12472222,-67.79222222
12233,"Houma, LA: Houma Terrebonne",Houma Terrebonne,29.56638889,-90.66055556
12234,"Hualien, Taiwan: Hualien Airport",Hualien Airport,24.02361111,121.61694444
12235,"Hughes, AK: Hughes Airport",Hughes Airport,66.03916667,-154.26472222
12236,"Hutchinson, KS: Hutchinson Regional",Hutchinson Regional,38.06611111,-97.86055556
12237,"Huanuco, Peru: Alferez FAP David Figueroa Fernandini",Alferez FAP David Figueroa Fernandini,-9.87861111,-76.20444444
12238,"Hudiksvall, Sweden: Hudiksvall Airport",Hudiksvall Airport,61.76805556,17.08055556
12239,"Santa Cruz/Huatulco, Mexico: Bahias de Huatulco International",Bahias de Huatulco International,15.77555556,-96.26111111
12240,"Humberside, United Kingdom: Humberside Airport",Humberside Airport,53.57444444,-0.35083333
12241,"Analalava, Madagascar: Analalava Airport",Analalava Airport,-14.62638889,47.76666667
12242,"Hervey Bay, Australia: Hervey Bay Airport",Hervey Bay Airport,-25.32,152.88027778
12243,"Hopkinsville, KY: Hopkinsville-Christian County",Hopkinsville-Christian County,36.85694444,-87.455
12244,"New Haven, CT: Tweed New Haven",Tweed New Haven,41.26361111,-72.88777778
12245,"Havre, MT: Havre City-County",Havre City-County,48.54416667,-109.75916667
12246,"Hartsville, SC: Hartsville Regional",Hartsville Regional,34.40305556,-80.11916667
12247,"Hayward, CA: Hayward Executive",Hayward Executive,37.65888889,-122.12166667
12248,"Hawk Inlet, AK: Hawk Inlet Airport",Hawk Inlet Airport,58.13333333,-134.75
12250,"Hyannis, MA: Cape Cod Gateway",Cape Cod Gateway,41.66944444,-70.28027778
12251,"Hyderabad, India: Hyderabad Airport",Hyderabad Airport,25.31805556,68.36638889
12252,"Hydaburg, AK: Hydaburg Seaplane Base",Hydaburg Seaplane Base,55.20666667,-132.82666667
12253,"Hollis, AK: Hollis Seaplane Base",Hollis Seaplane Base,55.48194444,-132.64444444
12254,"Hayward, WI: Sawyer County",Sawyer County,46.02527778,-91.44416667
12255,"Hays, KS: Hays Regional",Hays Regional,38.84222222,-99.27305556
12257,"Liping City, China: Liping",Liping,26.32222222,109.15
12258,"Husavik, Iceland: Husavik Airport",Husavik Airport,65.9525,-17.42611111
12259,"Hazleton, PA: Hazleton Regional",Hazleton Regional,40.98666667,-75.99472222
12260,"Shenandoah, IA: Shenandoah Municipal",Shenandoah Municipal,40.75166667,-95.41361111
12261,"Webster City, IA: Webster City Municipal",Webster City Municipal,42.43638889,-93.86888889
12262,"Red Oak, IA: Red Oak Municipal",Red Oak Municipal,41.01083333,-95.25888889
12263,"Wichita, KS: McConnell AFB",McConnell AFB,37.62305556,-97.2675
12264,"Washington, DC: Washington Dulles International",Washington Dulles International,38.9475,-77.46
12265,"Niagara Falls, NY: Niagara Falls International",Niagara Falls International,43.1075,-78.94583333
12266,"Houston, TX: George Bush Intercontinental/Houston",George Bush Intercontinental/Houston,29.98444444,-95.34138889
12267,"In Amenas, Algeria: In Amenas Airport",In Amenas Airport,28.0575,9.64083333
12268,"Kiana, AK: Bob Baker Memorial",Bob Baker Memorial,66.97611111,-160.43861111
12269,"Yaroslavl, Russia: Yaroslavl Airport",Yaroslavl Airport,57.61888889,39.84138889
12270,"Iasi, Romania: Iasi International",Iasi International,47.18027778,27.62083333
12271,"Ibadan, Nigeria: Ibadan Airport",Ibadan Airport,7.3625,3.97833333
12272,"Ibague, Colombia: Perales",Perales,4.42166667,-75.13361111
12273,"Itambacuri, Brazil: Itambacuri Airport",Itambacuri Airport,-18.08611111,-41.68638889
12274,"Ibiza, Spain: Ibiza Airport",Ibiza Airport,38.87277778,1.37305556
12275,"Cicia, Fiji: Cicia Airport",Cicia Airport,-17.74333333,-179.34194444
12276,"Nieuw Nickerie, Suriname: Nieuw",Nieuw,5.95416667,-57.03805556
12277,"Seoul, South Korea: Incheon International",Incheon International,37.4625,126.43916667
12278,"Wichita, KS: Wichita Dwight D Eisenhower National",Wichita Dwight D Eisenhower National,37.65,-97.43305556
12279,"Icy Bay, AK: Icy Bay Airport",Icy Bay Airport,59.96888889,-141.66166667
12280,"Idaho Falls, ID: Idaho Falls Regional",Idaho Falls Regional,43.51361111,-112.07083333
12281,"Indiana, PA: Indiana County Jimmy Stewart Field",Indiana County Jimmy Stewart Field,40.63111111,-79.10166667
12282,"Santa Isabel Do Morro, Brazil: Santa Isabel Do Morro Airport",Santa Isabel Do Morro Airport,-11.57222222,-50.66611111
12283,"Independence, KS: Independence Municipal",Independence Municipal,37.15805556,-95.77888889
12284,"Indore, India: Devi Ahilyabai Holkar",Devi Ahilyabai Holkar,22.72083333,75.79916667
12285,"Baldonnel, Ireland: Casement",Casement,53.30083333,-6.45111111
12286,"Zielona Gora, Poland: Babimost",Babimost,52.13861111,15.79861111
12287,"Kiev, Ukraine: Zhuliany",Zhuliany,50.40166667,30.45111111
12288,"Isafjordur, Iceland: Isafjordur Airport",Isafjordur Airport,66.05805556,-23.13527778
12289,"Innisfail, Australia: Innisfail Airport",Innisfail Airport,-17.55888889,146.01111111
12290,"Isfahan, Iran: Shahid Beheshti International",Shahid Beheshti International,32.75083333,51.86138889
12291,"Ivano-Frankovska, Ukraine: Ivano Frankivsk",Ivano Frankivsk,48.88388889,24.68444444
12293,"Inagua, The Bahamas: Inagua Airport",Inagua Airport,20.98333333,-73.66666667
12294,"Igiugig, AK: Igiugig Airport",Igiugig Airport,59.32416667,-155.90166667
12295,"Ingham, Australia: Ingham Airport",Ingham Airport,-18.66444444,146.14527778
12296,"Izmir, Turkey: Cigli",Cigli,38.51305556,27.01
12297,"Kingman, AZ: Kingman Airport",Kingman Airport,35.25944444,-113.93805556
12298,"Iligan, Philippines: Maria Cristina",Maria Cristina,8.13111111,124.21416667
12299,"Chigorodo, Colombia: Jaime Ortiz Betancur",Jaime Ortiz Betancur,,
12300,"Iguazu, Argentina: Cataratas",Cataratas,-25.74166667,-54.46583333
12302,"Iguacu Falls, Brazil: Cataratas International",Cataratas International,-25.59611111,-54.48722222
12303,"Chapel Hill, NC: Horace Williams",Horace Williams,35.935,-79.06583333
12304,"Ihu, Papua New Guinea: Ihu Airport",Ihu Airport,-7.89777778,145.39666667
12305,"Rantoul, IL: Rantoul National Aviation Center",Rantoul National Aviation Center,40.29361111,-88.1425
12306,"Chicago/Romeoville, IL: Lewis University",Lewis University,41.60805556,-88.09638889
12307,"De Kalb, IL: De Kalb Taylor Municipal",De Kalb Taylor Municipal,41.93388889,-88.70555556
12308,"Lincoln, IL: Logan County",Logan County,40.15861111,-89.335
12309,"Ijui, Brazil: Ijui Airport",Ijui Airport,-28.36861111,-53.84666667
12310,"Jacksonville, IL: Jacksonville Municipal",Jacksonville Municipal,39.77444444,-90.23861111
12311,"Tehran, Iran: Imam Khomaini International",Imam Khomaini International,35.41861111,51.14333333
12312,"Wilkesboro, NC: Wilkes County",Wilkes County,36.22361111,-81.09861111
12313,"Iki, Japan: Iki Airport",Iki Airport,33.74916667,129.78583333
12314,"Kankakee, IL: Greater Kankakee",Greater Kankakee,41.07138889,-87.84638889
12315,"Nikolski, AK: Nikolski AS",Nikolski AS,52.94166667,-168.84916667
12316,"Irkutsk, Russia: Irkutsk Airport",Irkutsk Airport,52.26722222,104.39472222
12317,"Ankeny, IA: Ankeny Regional",Ankeny Regional,41.69138889,-93.56638889
12318,"Nevatim, Israel: Nevatim AB",Nevatim AB,31.20055556,35.01472222
12319,"Killeen, TX: Skylark Field",Skylark Field,31.08583333,-97.68638889
12320,"Wilmington, DE: New Castle",New Castle,39.67861111,-75.60666667
12321,"Iliamna, AK: Iliamna Airport",Iliamna Airport,59.75555556,-154.91777778
12322,"Willmar, MN: Willmar Municipal",Willmar Municipal,45.11694444,-95.12944444
12323,"Wilmington, NC: Wilmington International",Wilmington International,34.27111111,-77.90277778
12324,"Wilmington, OH: Wilmington Air Park",Wilmington Air Park,39.42805556,-83.79222222
